Date,Name,Year,Letterboxd URI,Rating
2024-04-27,Scoop,2024,https://boxd.it/EZu6,3.5
2024-04-27,Challengers,2024,https://boxd.it/zld0,5
2024-04-28,Swallow,2019,https://boxd.it/lA0i,4
2024-05-01,Spider-Man 3,2007,https://boxd.it/2a7Y,3
2024-05-01,Abigail,2024,https://boxd.it/G0NA,4
2024-05-02,Blazing Saddles,1974,https://boxd.it/1UHQ,4
2024-05-03,Dogfight,1991,https://boxd.it/1NCk,5
2024-05-03,The Social Network,2010,https://boxd.it/17ue,4
2024-05-04,The Idea of You,2024,https://boxd.it/vOW6,3
2024-05-04,Computer Chess,2013,https://boxd.it/4Y1g,3
2024-05-05,The Whale,2022,https://boxd.it/tw4c,5
2024-05-05,SPY x FAMILY CODE: White,2023,https://boxd.it/EdkW,5
2024-05-05,Look Who's Talking,1989,https://boxd.it/1YxA,2.5
2024-05-05,Valley Girl,1983,https://boxd.it/1FNa,3
2024-05-06,The American Society of Magical Negroes,2024,https://boxd.it/DlwY,4
2024-05-06,Tarot,2024,https://boxd.it/qWMy,2
2024-05-07,The Amazing Spider-Man,2012,https://boxd.it/27PI,4
2024-05-08,Daisies,1966,https://boxd.it/LZk,5
2024-05-09,I Saw the TV Glow,2024,https://boxd.it/woVe,5
2024-05-10,"Scream, Queen! My Nightmare on Elm Street",2019,https://boxd.it/apAW,5
2024-05-10,The Omen,1976,https://boxd.it/29By,3
2024-05-11,The Omen,2006,https://boxd.it/29zC,3
2024-05-11,Phantom of the Paradise,1974,https://boxd.it/1s34,5
2024-05-11,Blended,2014,https://boxd.it/6QQY,4
2024-05-12,The Fall Guy,2024,https://boxd.it/s0Bm,4
2024-05-13,Psycho,1960,https://boxd.it/2ab2,5
2024-05-14,The Amazing Spider-Man 2,2014,https://boxd.it/3utM,3.5
2024-05-16,Better Off Dead...,1985,https://boxd.it/1PFU,4
2024-05-16,Mother of the Bride,2024,https://boxd.it/Fmay,2
2024-05-20,Faceless After Dark,2023,https://boxd.it/HjE0,4
2024-05-22,Wake in Fright,1971,https://boxd.it/1tWk,4
2024-05-25,Down Low,2023,https://boxd.it/EzDw,3
2024-05-25,A Simple Favor,2018,https://boxd.it/hq92,3.5
2024-05-25,Madame Web,2024,https://boxd.it/nwD0,2
2024-05-25,How to Be Single,2016,https://boxd.it/7GJq,2.5
2024-05-26,Splash,1984,https://boxd.it/26ym,4
2024-05-26,Legally Blonde,2001,https://boxd.it/1ZNa,4
2024-05-28,Mad Max: Fury Road,2015,https://boxd.it/2DjO,4.5
2024-05-28,Tusk,2014,https://boxd.it/7eoa,4
2024-05-29,Mad Max 2,1981,https://boxd.it/1ZPg,3.5
2024-05-29,It,2017,https://boxd.it/bC8e,4
2024-05-30,Girlfight,2000,https://boxd.it/1FfM,5
2024-05-31,In a Violent Nature,2024,https://boxd.it/K5eI,4
2024-06-01,Carrie,1976,https://boxd.it/20ZQ,5
2024-06-04,Spider-Man: No Way Home,2021,https://boxd.it/nwRw,4
2024-06-04,Spider-Man: Homecoming,2017,https://boxd.it/aboM,4
2024-06-04,Spider-Man: Far From Home,2019,https://boxd.it/fegG,4
2024-06-04,It Chapter Two,2019,https://boxd.it/h10u,4
2024-06-05,Bodies Bodies Bodies,2022,https://boxd.it/iRcE,4
2024-06-05,Fitzcarraldo,1982,https://boxd.it/1YV8,4
2024-06-06,Greedy,1994,https://boxd.it/1RfE,4
2024-06-09,Rope,1948,https://boxd.it/28yo,5
2024-06-09,Oculus,2013,https://boxd.it/4W9M,3.5
2024-06-10,Nosferatu the Vampyre,1979,https://boxd.it/21J0,5
2024-06-11,Pain Hustlers,2023,https://boxd.it/wBNW,4
2024-06-12,I Don't Feel at Home in This World Anymore,2017,https://boxd.it/f42u,5
2024-06-16,Freaky Friday,2003,https://boxd.it/1WwK,3.5
2024-06-20,Inside Out,2015,https://boxd.it/4KHC,5
2024-06-28,The Watchers,2024,https://boxd.it/F6Rw,4
2024-06-28,Some Like It Hot,1959,https://boxd.it/2aNA,5
2024-06-30,Inside Out 2,2024,https://boxd.it/CFrC,4
2024-06-30,Serial Mom,1994,https://boxd.it/1Tty,5
2024-07-01,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,3.5
2024-07-03,A Family Affair,2024,https://boxd.it/Bj9O,2.5
2024-07-04,MaXXXine,2024,https://boxd.it/CIM4,4
2024-07-04,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY,3.5
2024-07-05,I Am the Pretty Thing That Lives in the House,2016,https://boxd.it/elo6,4
2024-07-05,Hit Man,2023,https://boxd.it/ANB2,4
2024-07-06,Miller's Girl,2024,https://boxd.it/CP8U,3.5
2024-07-06,Warcraft,2016,https://boxd.it/2czK,3
2024-07-06,The Paperboy,2012,https://boxd.it/2T8i,3.5
2024-07-06,Kinds of Kindness,2024,https://boxd.it/CWPw,5
2024-07-08,Despicable Me 4,2024,https://boxd.it/iOLG,2.5
2024-07-15,The Blackcoat's Daughter,2015,https://boxd.it/b2Km,5
2024-07-16,A Quiet Place: Day One,2024,https://boxd.it/sDAi,4
2024-07-17,Crumb Catcher,2023,https://boxd.it/CUey,4
2024-07-18,Night of the Comet,1984,https://boxd.it/1GUw,4
2024-07-18,Black Caesar,1973,https://boxd.it/1B9q,3.5
2024-07-19,Longlegs,2024,https://boxd.it/KzLM,5
2024-07-20,Black Bear,2020,https://boxd.it/n8ru,4
2024-07-23,Unbreakable,2000,https://boxd.it/1XV2,5
2024-07-23,Signs,2002,https://boxd.it/26t2,4.5
2024-07-25,Oddity,2024,https://boxd.it/K9pg,4
2024-07-28,Noises Off...,1992,https://boxd.it/1tpA,5
2024-07-29,Drive-Away Dolls,2024,https://boxd.it/A8vi,4
2024-07-29,Clue,1985,https://boxd.it/1MDQ,5
2024-07-29,Black Sheep,2006,https://boxd.it/257k,2.5
2024-07-29,Deadpool,2016,https://boxd.it/9fOC,4
2024-07-29,Deadpool 2,2018,https://boxd.it/dlLM,4
2024-07-30,Reefer Madness: The Movie Musical,2005,https://boxd.it/1Dm2,3.5
2024-07-30,Deadpool & Wolverine,2024,https://boxd.it/jq8s,4
2024-07-31,The Man from U.N.C.L.E.,2015,https://boxd.it/67lG,3
2024-07-31,Tenebre,1982,https://boxd.it/1mRM,5
2024-07-31,Petite Maman,2021,https://boxd.it/s6je,5
2024-08-04,Trap,2024,https://boxd.it/D4nK,4
2024-08-05,Twisters,2024,https://boxd.it/qV7a,4
2024-08-05,Furiosa: A Mad Max Saga,2024,https://boxd.it/tABk,4
2024-08-07,Little Shop of Horrors,1986,https://boxd.it/1Vqm,5
2024-08-07,The Silence of the Lambs,1991,https://boxd.it/2aHW,5
2024-08-09,Cuckoo,2024,https://boxd.it/wMjI,4
2024-08-10,Old,2021,https://boxd.it/npKI,3.5
2024-08-12,Personal Shopper,2016,https://boxd.it/bkGM,4
2024-08-12,Working Girl,1988,https://boxd.it/25ha,3.5
2024-08-13,Borderlands,2024,https://boxd.it/cDme,2.5
2024-08-19,School of Rock,2003,https://boxd.it/28xK,5
2024-08-19,Crimson Peak,2015,https://boxd.it/62Ty,5
2024-08-21,Alien: Romulus,2024,https://boxd.it/zGqO,4
2024-08-21,The Conversation,1974,https://boxd.it/2a38,5
2024-08-23,Roman Holiday,1953,https://boxd.it/29zW,5
2024-08-24,Dìdi (弟弟),2024,https://boxd.it/HQOW,4
2024-08-24,Caligula: The Ultimate Cut,2023,https://boxd.it/MeNQ,4
2024-08-26,The Train,1964,https://boxd.it/25lm,4
2024-08-29,That's My Boy,2012,https://boxd.it/35IW,3
2024-08-29,Unfrosted,2024,https://boxd.it/vPY8,3
2024-09-02,Bring It On,2000,https://boxd.it/28x6,3.5
2024-09-02,Jawbreaker,1999,https://boxd.it/1G7a,3.5
2024-09-02,Princess Mononoke,1997,https://boxd.it/2b4w,5
2024-09-12,The Hudsucker Proxy,1994,https://boxd.it/1SJA,5
2024-09-16,Players,2024,https://boxd.it/vOva,3
2024-09-16,Crazy Rich Asians,2018,https://boxd.it/gfnK,5
2024-09-20,Venom,2018,https://boxd.it/b8wA,3.5
2024-09-20,The Accidental Husband,2008,https://boxd.it/1Qfy,2.5
2024-09-21,Beetlejuice Beetlejuice,2024,https://boxd.it/yyGs,4
2024-09-21,Sleeping with Other People,2015,https://boxd.it/8WPm,4
2024-09-21,The Substance,2024,https://boxd.it/zanS,5
2024-09-30,Queenpins,2021,https://boxd.it/niBu,4
2024-09-30,Ford v Ferrari,2019,https://boxd.it/ce74,4
2024-09-30,The Devil Wears Prada,2006,https://boxd.it/2awE,5
2024-09-30,Phantom Thread,2017,https://boxd.it/e4uc,5
2024-09-30,The Adjustment Bureau,2011,https://boxd.it/16T8,5
2024-10-01,Reality+,2014,https://boxd.it/cIEC,5
2024-10-01,Revenge,2017,https://boxd.it/gL9g,5
2024-10-03,City of the Living Dead,1980,https://boxd.it/1wMs,3
2024-10-03,Will & Harper,2024,https://boxd.it/K5eo,5
2024-10-03,Uglies,2024,https://boxd.it/sUKu,3
2024-10-03,In Time,2011,https://boxd.it/FPS,4
2024-10-04,Never Let Go,2024,https://boxd.it/uGn6,3.5
2024-10-04,Double Date,2020,https://boxd.it/FRA8,5
2024-10-05,Megalopolis,2024,https://boxd.it/lPBS,2
2024-10-05,The Beast,2023,https://boxd.it/yqmk,4.5
2024-10-05,Evil Does Not Exist,2023,https://boxd.it/HJrc,4
2024-10-06,Joker,2019,https://boxd.it/h4cS,3.5
2024-10-07,Strange Darling,2023,https://boxd.it/CVIk,4
2024-10-07,Goodnight Mommy,2014,https://boxd.it/8Niy,4
2024-10-07,My Old Ass,2024,https://boxd.it/zLP0,4
2024-10-07,Rabid,1977,https://boxd.it/1nuk,3.5
2024-10-07,The Visit,2015,https://boxd.it/9ssO,4
2024-10-08,Terrifier,2016,https://boxd.it/eRzg,4
2024-10-08,Terrifier 2,2022,https://boxd.it/oI10,5
2024-10-08,Sometimes I Think About Dying,2023,https://boxd.it/xGlg,3.5
2024-10-09,Laura Hasn't Slept,2020,https://boxd.it/pJQU,5
2024-10-09,Smile,2022,https://boxd.it/xjfE,4
2024-10-10,Joker: Folie à Deux,2024,https://boxd.it/xBoE,4
2024-10-12,Tahara,2020,https://boxd.it/oSqa,4
2024-10-12,Terrifier 3,2024,https://boxd.it/D8tM,5
2024-10-12,Saturday Night,2024,https://boxd.it/Gpfo,5
2024-10-13,Guns Akimbo,2019,https://boxd.it/gkFu,3.5
2024-10-14,Gretel & Hansel,2020,https://boxd.it/jLOk,4
2024-10-14,Popstar: Never Stop Never Stopping,2016,https://boxd.it/blDa,4
2024-10-14,Speak No Evil,2022,https://boxd.it/vqlg,4
2024-10-14,Speak No Evil,2024,https://boxd.it/G9f8,3
2024-10-14,Next Goal Wins,2023,https://boxd.it/mZTu,3
2024-10-15,Frenzy,1972,https://boxd.it/2a62,4
2024-10-16,The Voyeurs,2021,https://boxd.it/nZoe,4
2024-10-16,Hard Candy,2005,https://boxd.it/26vs,5
2024-10-17,Black Swan,2010,https://boxd.it/Sw0,5
2024-10-17,Portal: No Escape,2011,https://boxd.it/2mBG,4
2024-10-18,Anon,2018,https://boxd.it/dTCE,3.5
2024-10-19,Deadstream,2022,https://boxd.it/xryY,3.5
2024-10-19,The Exorcist,1973,https://boxd.it/1Yoo,5
2024-10-19,V/H/S,2012,https://boxd.it/2Y1c,3
2024-10-20,Ghostwatch,1992,https://boxd.it/MIO,4
2024-10-20,Kill List,2011,https://boxd.it/2z4g,4
2024-10-20,The Descent,2005,https://boxd.it/1YNy,4
2024-10-20,28 Days Later,2002,https://boxd.it/2aXU,5
2024-10-20,Dracula,1958,https://boxd.it/1STA,3
2024-10-20,Dog Soldiers,2002,https://boxd.it/1SRE,3.5
2024-10-21,The Valet,2022,https://boxd.it/uvlI,4
2024-10-21,The Babadook,2014,https://boxd.it/77xu,5
2024-10-22,Woman of the Hour,2023,https://boxd.it/vuz2,5
2024-10-22,Godzilla,2014,https://boxd.it/47OE,2
2024-10-23,The Vourdalak,2023,https://boxd.it/DDdg,4
2024-10-23,Hocus Pocus,1993,https://boxd.it/1Wgi,4
2024-10-24,Night of the Demon,1957,https://boxd.it/1woA,4
2024-10-25,Gerald's Game,2017,https://boxd.it/buKa,5
2024-10-25,The Fall,2006,https://boxd.it/1NoM,5
2024-10-26,Follow Her,2022,https://boxd.it/zBBM,3
2024-10-27,The Mummy,1999,https://boxd.it/2a7a,4
2024-10-27,Fright Night,1985,https://boxd.it/1T4e,3
2024-10-28,A Different Man,2024,https://boxd.it/BoEC,4
2024-10-30,Smile 2,2024,https://boxd.it/FDA4,4
2024-10-30,Night of the Living Dead,1968,https://boxd.it/1WwA,4
2024-10-30,Foxwood,2017,https://boxd.it/osvy,5
2024-10-30,The Vicious,2019,https://boxd.it/pram,5
2024-10-30,Prefigured,2019,https://boxd.it/yS3K,5
2024-10-31,The Buildout,2023,https://boxd.it/EFww,4
2024-11-01,It's What's Inside,2024,https://boxd.it/DOV4,5
2024-11-04,Halloween,1978,https://boxd.it/2wRu,5
2024-11-04,Shaun of the Dead,2004,https://boxd.it/29J8,5
2024-11-05,Mulholland Drive,2001,https://boxd.it/297o,5
2024-11-08,A Nightmare on Elm Street,1984,https://boxd.it/2aw0,4
2024-11-09,Anora,2024,https://boxd.it/Egcw,5
2024-11-09,Scream,1996,https://boxd.it/24EC,4
2024-11-12,We Live in Time,2024,https://boxd.it/FC5u,5
2024-11-12,Heretic,2024,https://boxd.it/H1lY,5
2024-11-15,Troll 2,1990,https://boxd.it/1sTE,3
2024-11-15,Crawlspace,1986,https://boxd.it/orY,4
2024-11-17,The Big Lebowski,1998,https://boxd.it/2b6C,5
2024-11-17,Child's Play,1988,https://boxd.it/1VTo,4
2024-11-17,Child's Play 2,1990,https://boxd.it/1Uqq,4
2024-11-17,Child's Play 3,1991,https://boxd.it/1Uqg,4
2024-11-17,Bride of Chucky,1998,https://boxd.it/1SJU,4
2024-11-18,Seed of Chucky,2004,https://boxd.it/1UgA,4
2024-11-18,Spaceballs,1987,https://boxd.it/29cy,5
2024-11-21,Who Framed Roger Rabbit,1988,https://boxd.it/29ry,5
2024-11-27,The Philadelphia Story,1940,https://boxd.it/29a8,4
2024-11-30,Pulp Fiction,1994,https://boxd.it/29Pq,5
2024-12-03,The Cell,2000,https://boxd.it/1ZLS,5
2024-12-03,2001: A Space Odyssey,1968,https://boxd.it/2bf0,5
2024-12-07,Orphan,2009,https://boxd.it/1CgM,4
2024-12-07,Paths of Glory,1957,https://boxd.it/29b6,4
2024-12-07,Interstellar,2014,https://boxd.it/4VZ8,5
2024-12-07,Gladiator II,2024,https://boxd.it/kqQQ,3.5
2024-12-11,Full Metal Jacket,1987,https://boxd.it/2a1Q,5
2024-12-11,Y2K,2024,https://boxd.it/FnHI,5
2024-12-14,Friday the 13th,1980,https://boxd.it/24fs,3
2024-12-16,Close Encounters of the Third Kind,1977,https://boxd.it/29u8,4
2024-12-16,Gremlins,1984,https://boxd.it/29gg,4
2024-12-16,The Princess Diaries,2001,https://boxd.it/1XCO,4
2024-12-16,Dumb and Dumber,1994,https://boxd.it/206m,5
2024-12-23,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY,5
2024-12-23,The World According to Garp,1982,https://boxd.it/1UaM,3.5
2024-12-23,Eyes Wide Shut,1999,https://boxd.it/2axs,5
2024-12-24,Elf,2003,https://boxd.it/1VyK,4
2024-12-24,Four Christmases,2008,https://boxd.it/1SjM,3
2024-12-25,A Christmas Story,1983,https://boxd.it/29sw,5
2024-12-25,Krampus,2015,https://boxd.it/8Wy6,4
2024-12-25,8-Bit Christmas,2021,https://boxd.it/uckc,4
2024-12-26,The Wizard of Oz,1939,https://boxd.it/29Xu,5
2024-12-27,Violent Night,2022,https://boxd.it/xXBA,4
2024-12-28,Raising Arizona,1987,https://boxd.it/2avQ,5
2024-12-28,A Bad Moms Christmas,2017,https://boxd.it/fiHG,4
2024-12-29,Nutcrackers,2024,https://boxd.it/JEkO,4
2024-12-29,Jingle All the Way,1996,https://boxd.it/1Z58,3
2024-12-29,Just Friends,2005,https://boxd.it/1XfA,3.5
2024-12-29,Clerks III,2022,https://boxd.it/nAaQ,5
2024-12-29,Jay and Silent Bob Reboot,2019,https://boxd.it/fFvS,4
2024-12-29,Uncle Buck,1989,https://boxd.it/26yG,4
2024-12-30,Dont Look Back,1967,https://boxd.it/2b3y,4
2024-12-30,Carry-On,2024,https://boxd.it/C0B2,3.5
2024-12-30,Love Hard,2021,https://boxd.it/rxXS,4
2024-12-31,The Family Man,2000,https://boxd.it/22e8,4
2025-01-03,Sleepaway Camp,1983,https://boxd.it/1PSY,5
2025-01-04,Nosferatu,2024,https://boxd.it/f5eG,5
2025-01-07,Wicked,2024,https://boxd.it/e8ME,5
2025-01-09,Snack Shack,2024,https://boxd.it/DeKu,5
2025-01-10,It Ends with Us,2024,https://boxd.it/ENjg,3
2025-01-11,Palindromes,2004,https://boxd.it/1QUc,4
2025-01-12,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,5
2025-01-12,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,5
2025-01-12,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,5
2025-01-13,Dragonslayer,1981,https://boxd.it/29sQ,3
2025-01-13,The Making of '...And God Spoke',1993,https://boxd.it/YPM,5
2025-01-15,The Brutalist,2024,https://boxd.it/k4BO,5
2025-01-16,Stray Dog,1949,https://boxd.it/1ltu,4
2025-01-16,The Bad Sleep Well,1960,https://boxd.it/1iLA,4
2025-01-16,Vox Lux,2018,https://boxd.it/fcFk,4
2025-01-17,Rap World,2024,https://boxd.it/LPe2,4
2025-01-18,Short Night of Glass Dolls,1971,https://boxd.it/12K2,3
2025-01-22,Conan the Barbarian,1982,https://boxd.it/1YOm,3
2025-01-22,Krull,1983,https://boxd.it/29sG,4
2025-01-23,The Big Sleep,1946,https://boxd.it/29iQ,4
2025-01-27,Inland Empire,2006,https://boxd.it/28d6,5
2025-01-28,Tank Girl,1995,https://boxd.it/1Zfs,4
2025-01-31,Cannibal! The Musical,1993,https://boxd.it/1QVE,4
2025-01-31,The Wages of Fear,1953,https://boxd.it/2aSK,5
2025-02-03,Flow,2024,https://boxd.it/v1Ei,5
2025-02-04,La La Land,2016,https://boxd.it/a5fa,5
2025-02-09,Casablanca,1942,https://boxd.it/2aG0,5
2025-02-09,The Umbrellas of Cherbourg,1964,https://boxd.it/22fK,5
2025-02-09,Queer,2024,https://boxd.it/E4RW,3.5
2025-02-09,Blue Velvet,1986,https://boxd.it/29BI,5
2025-02-10,Vamps,2012,https://boxd.it/2wWY,4
2025-02-11,Not Quite Human,1987,https://boxd.it/1Dqy,3
2025-02-11,Open Windows,2014,https://boxd.it/4M2m,3.5
2025-02-11,View from the Top,2003,https://boxd.it/1TEm,3
2025-02-11,Dumplin',2018,https://boxd.it/gXcc,4
2025-02-12,Hooking Up,2020,https://boxd.it/p5xS,4
2025-02-12,The Late Bloomer,2016,https://boxd.it/eA7k,3
2025-02-12,Someone Great,2019,https://boxd.it/iFva,3.5
2025-02-12,Boy Kills World,2023,https://boxd.it/xhG4,3
